brand,engine_code,displacement,fuel_type,rating,weakness_count,models,year_min,year_max
Audi,DTNS,3.0L TDI V6,Diesel,neutral,6,A4 B9; S4 B9; Q5 FY; SQ5 FY,2019,2024
Audi,DTPA,3.0L TDI V6,Diesel,neutral,5,A4 B9; A5 F5; Q5 FY; A6 C8; S4 B9,2018,2026
Audi,DTPA-257,3.0L TDI V6,Diesel,neutral,6,A6 C8,2018,2021
Audi,DTUA,2.0L TDI,Diesel,neutral,5,A4 B9; A5 F5; A3 8Y; Q3 F3,2018,2026
Audi,DTUA-142,2.0L TDI,Diesel,neutral,6,Q3 F3,2018,2026
Audi,AGN,1.8L 20V,Benzin,recommended,6,A3 8L; A4 B5,1994,2003
Audi,BAU,1.6L MPI,Benzin,recommended,5,A4 B6,2000,2004
Audi,BBJ-V6,3.0L V6,Benzin,recommended,6,A4 B6,2000,2004
Audi,BDW,2.4L V6,Benzin,recommended,6,A6 C6,2004,2008
Audi,BGU,1.6L MPI,Benzin,recommended,8,A3 8P; A3 8L,2000,2007
Audi,BPP,2.7L TDI V6,Diesel,recommended,5,A4 B7,2004,2008
Audi,BSE,1.6L MPI,Benzin,recommended,7,A3 8L; A4 B7,2000,2008
Audi,CHZE,1.0L TFSI,Benzin,recommended,5,A1 8X,2014,2018
Audi,CHZJ,1.0L TFSI,Benzin,recommended,5,A1 8X; Q2 GA,2015,2020
Audi,CJSA-130,1.8L TFSI,Benzin,recommended,5,A5 8T,2007,2016
Audi,CMSA,5.2L V10 FSI,Benzin,recommended,6,R8 4S,2019,2023
Audi,CPWA,1.4L TFSI g-tron,CNG,recommended,6,A3 8V,2013,2018
Audi,CSWB,3.0L TDI V6,Diesel,recommended,5,A4 B9,2015,2019
Audi,CULB,2.0L TFSI,Benzin,recommended,5,Q3 8U,2013,2018
Audi,CXZA,2.0L TFSI,Benzin,recommended,5,A1 8X,2014,2018
Audi,CYJA,1.8L TFSI,Benzin,recommended,6,A6 C7; A1 8X,2014,2018
Audi,CZCA-85,1.4L TFSI,Benzin,recommended,6,A3 8V,2013,2020
Audi,CZDA,1.4L TFSI,Benzin,recommended,6,A4 B9; A5 F5,2015,2019
Audi,CZEA,1.4L TFSI,Benzin,recommended,6,A3 8V; Q2 GA,2012,2020
Audi,DHNF,1.5L CNG,CNG,recommended,5,A3 8Y,2020,2024
Audi,DKAB,5.2L V10 FSI,Benzin,recommended,5,R8 4S,2020,2023
Audi,DKWA,1.5L TFSI,Benzin,recommended,5,A3 8Y,2020,2026
Audi,DKZC,2.0L TFSI,Benzin,recommended,8,A1 GB; A3 8Y,2019,2024
Audi,DMTA,2.0L TFSI,Benzin,recommended,7,Q3 F3; A6 C8; A7 4K; Q5 FY,2018,2026
Audi,DMWA,5.2L V10 FSI,Benzin,recommended,5,R8 4S,2019,2023
Audi,DNUE,2.0L TFSI,Benzin,recommended,7,A3 8Y,2020,2025
Audi,DPCA,1.5L TFSI,Benzin,recommended,6,A1 GB; A3 8Y; Q2 GA,2018,2024
BMW,B47D20,2.0L Diesel,Diesel,avoid,7,1er F20; 1er F40; 2er F22; 2er F45; 2er G42,2012,2026
BMW,M41D17,1.7L TDS,Diesel,avoid,7,3er E36,1995,1998
BMW,M47D20,2.0L Diesel,Diesel,avoid,7,3er E46; 5er E39,1998,2006
BMW,M47TUD20,2.0L Diesel,Diesel,avoid,5,3er E46; 5er E60; X3 E83; 1er E87,2001,2007
BMW,M52TUB25,2.5L 24V,Benzin,avoid,5,3er E46,1998,2000
BMW,M54B22,2.2L 24V,Benzin,avoid,5,3er E46; Z3 E36/7; Z4 E85; 5er E39,2000,2006
BMW,M57D30,3.0L Diesel,Diesel,avoid,6,3er E46; 5er E39; 7er E38; X5 E53; X3 E83,1998,2007
BMW,M57TUD30,3.0L Diesel Biturbo,Diesel,avoid,7,3er E90; 5er E60; X3 E83; X5 E70; 7er E65,2004,2011
BMW,M62B35,3.5L V8,Benzin,avoid,7,5er E39; 7er E38,1996,2003
BMW,N20B20,2.0L Turbo,Benzin,avoid,7,3er F30; Z4 E89; X1 E84; X3 F25; 5er F10,2007,2017
BMW,N43B16,1.6L DI,Benzin,avoid,7,1er E87,2007,2011
BMW,N43B20,2.0L DI,Benzin,avoid,5,1er E87; 3er E90,2007,2012
BMW,N47D20,2.0L Diesel,Diesel,avoid,6,1er E87; 1er F20; 2er F22; 3er E90; 3er F30,2007,2016
BMW,N53B25,2.5L DI,Benzin,avoid,7,3er E90; 5er E60,2007,2012
BMW,N53B30,3.0L DI,Benzin,avoid,7,3er E90; 5er E60,2007,2012
BMW,N54B30,3.0L Biturbo,Benzin,avoid,6,1er E82; 3er E90; 5er E60; Z4 E89,2006,2011
BMW,N62B36,3.6L V8,Benzin,avoid,9,7er E65,2001,2005
BMW,N62B40,4.0L V8,Benzin,avoid,9,5er E60,2005,2010
BMW,N62B44,4.4L V8,Benzin,avoid,9,6er E63; 6er E64; X5 E53; 7er E65,2001,2010
BMW,N62B48,4.8L V8,Benzin,avoid,9,6er E63; 6er E64; X5 E70; X5 E53,2004,2010
BMW,N63B44,4.4L V8 Biturbo,Benzin,avoid,7,5er F10; 7er F01; X5 E70; X6 E71; 6er F13,2008,2014
BMW,S50B32,3.2L 6-Zyl,Benzin,avoid,9,M3 E36,1995,1999
BMW,S54B32,3.2L 6-Zyl,Benzin,avoid,9,M3 E46; Z4 M E85; Z3 M E36/7,2000,2008
BMW,S62B50,5.0L V8,Benzin,avoid,10,M5 E39,1998,2003
BMW,S65B40,4.0L V8,Benzin,avoid,10,M3 E90; M3 E92; M3 E93; 3er E90,2007,2013
BMW,S85B50,5.0L V10,Benzin,avoid,9,M5 E60; M6 E63; M6 E64; 5er E61,2005,2010
BMW,B37D15,1.5L 3-Zyl Diesel,Diesel,neutral,7,1er F20; 2er F45; X2 F39,2014,2023
BMW,B38B15,1.5L 3-Zyl Turbo,Benzin,neutral,7,1er F20; 1er F40; 2er F45; 2er U06; X1 F48,2014,2026
BMW,B48B20,2.0L Turbo,Benzin,neutral,6,1er F20; 1er F40; 2er F44; 2er G42; 2er U06,2015,2026
BMW,B57D30,3.0L Diesel,Diesel,neutral,5,3er G20; 4er G22; 5er G30; 6er G32; 7er G11,2010,2026
BMW,B58B30,3.0L Turbo,Benzin,neutral,5,1er F20; 2er F22; 2er G42; 3er G20; 4er G22,2015,2026
BMW,B58B30S,3.0L Twin Turbo,Benzin,neutral,5,5er G60; 5er G61,2023,2026
BMW,BMW-Gen5-Single,Elektromotor Gen5,Elektro,neutral,6,iX3 G08; i4 G26; iX I20; i7 G70; iX1 U11,2020,2026
BMW,BMW-i3-eDrive,Elektromotor,Elektro,neutral,5,i3 I01,2013,2022
BMW,M40B18,1.8L 8V,Benzin,neutral,7,3er E36,1990,1993
BMW,M43B16,1.6L 8V,Benzin,neutral,5,3er E36; 3er E46,1993,2002
BMW,M43B18,1.8L 8V,Benzin,neutral,5,3er E36; Z3 E36/7,1993,1999
BMW,M43B19,1.9L 8V,Benzin,neutral,5,3er E36; 3er E46; Z3 E36/7,1998,2002
BMW,M44B19,1.9L 16V,Benzin,neutral,7,Z3 E36/7,1996,1999
BMW,M52B20,2.0L 24V,Benzin,neutral,5,3er E36; Z3 E36/7; 5er E39,1994,2000
BMW,M52B25,2.5L 24V,Benzin,neutral,7,3er E36; 5er E39; Z3 E36/7; 3er E46,1995,2000
BMW,M52B28,2.8L 24V,Benzin,neutral,5,3er E36; 5er E39; Z3 E36/7; 7er E38,1995,2001
BMW,M54B25,2.5L 24V,Benzin,neutral,6,3er E46; Z3 E36/7; Z4 E85; 5er E39; X3 E83,2000,2006
BMW,M54B30,3.0L 24V,Benzin,neutral,6,3er E46; Z3 E36/7; Z4 E85; 5er E39; X3 E83,2000,2006
BMW,M62B44,4.4L V8,Benzin,neutral,7,5er E39; 7er E38; X5 E53,1996,2003
BMW,M67D39,3.9L V8 Diesel,Diesel,neutral,7,7er E38,1999,2001
BMW,M67D44,4.4L V8 Diesel,Diesel,neutral,7,7er E65,2005,2008
BMW,N13B16,1.6L Turbo,Benzin,neutral,7,1er F20; 3er F30; X1 E84,2011,2019
BMW,N45B16,1.6L,Benzin,neutral,7,1er E87,2004,2007
BMW,N46B20,2.0L,Benzin,neutral,5,1er E87; 3er E90; Z4 E85; X1 E84,2004,2012
BMW,N47D16,1.6L Diesel,Diesel,neutral,6,1er F20,2012,2015
BMW,N52B25,2.5L Magnesium,Benzin,neutral,7,3er E90; 5er E60; Z4 E85,2005,2012
BMW,N52B30,3.0L Magnesium,Benzin,neutral,5,3er E90; 1er E87; 5er E60; 6er E63; X1 E84,2005,2015
BMW,N55B30,3.0L Turbo,Benzin,neutral,5,1er F20; 2er F22; 3er F30; 4er F32; 5er F10,2008,2019
BMW,N57D30,3.0L Diesel,Diesel,neutral,6,3er E90; 3er F30; 4er F32; 5er F10; 6er F13,2006,2020
BMW,N57D30S1,3.0L Quad-Turbo,Diesel,neutral,7,5er F10; X5 F15; X6 F16; 5er G30,2012,2023
BMW,N63B44TU,4.4L V8 Biturbo,Benzin,neutral,5,5er F10; 7er F01; X5 F15; X6 F16; 6er F13,2012,2020
BMW,N74B60,6.0L V12 Biturbo,Benzin,neutral,11,7er F01; 7er E65,2003,2015
BMW,N74B66,6.6L V12 Biturbo,Benzin,neutral,11,7er G11,2016,2022
BMW,S55B30,3.0L Biturbo,Benzin,neutral,10,M2 F87; M3 F80; M4 F82; M4 F83; 3er F80,2014,2021
BMW,S58B30,3.0L Biturbo,Benzin,neutral,9,M2 G87; M3 G80; M4 G82; M4 G83; X3 M F97,2019,2026
BMW,S63B44,4.4L V8 Biturbo,Benzin,neutral,6,X5 M E70; X6 M E71; M5 F10; M6 F06; M6 F13,2009,2019
BMW,S63B44T4,4.4L V8 Biturbo,Benzin,neutral,8,M5 F90; M8 G15; M8 G16; X5 M F95; X6 M F96,2017,2026
BMW,BMW-Gen5-Dual,Elektromotor Gen5 Dual,Elektro,recommended,5,i4 G26; iX I20; i7 G70; i5 G60; iX1 U11,2021,2026
BMW,N63B44TU3,4.4L V8 Biturbo,Benzin,recommended,5,7er G11; 8er G15; 8er G14; 8er G16; X5 G05,2018,2026
BMW,S68B44,4.4L V8 Biturbo Mild-Hybrid,Benzin,recommended,7,M5 G90; XM G09,2022,2026
Citroën,4HN,2.2L HDi 160,Diesel,avoid,6,C-Crosser I,2007,2013
Citroën,DV4,1.4L HDi,Diesel,avoid,6,C1 I; C2 I; C3 I; C3 Pluriel I; Xsara N1,2000,2014
Citroën,DV5-100,1.5L BlueHDi 100,Diesel,avoid,6,C3 III; C3 Aircross I; Berlingo III; C4 III,2018,2026
Citroën,DV5-130,1.5L BlueHDi 130,Diesel,avoid,6,C4 III; C5 Aircross I; Berlingo III; C4 X I,2018,2026
Citroën,DV6-109,1.6L HDi 109,Diesel,avoid,6,C4 I; C4 II; C5 I; C4 Picasso I; DS3 I,2004,2018
Citroën,DV6-75,1.6L HDi 75,Diesel,avoid,6,C3 II; Berlingo II; Nemo I,2008,2018
Citroën,DV6-92,1.6L HDi 92,Diesel,avoid,6,C3 I; C3 II; C4 I; C4 Picasso I; Berlingo II,2000,2019
Citroën,DV6-BlueHDi100,1.6L BlueHDi 100,Diesel,avoid,6,C3 III; C4 Cactus I; C3 Aircross I; C-Elysée I,2014,2020
Citroën,DV6-BlueHDi120,1.6L BlueHDi 120,Diesel,avoid,6,C4 II; C4 Picasso II; DS3 I; DS4 I; DS5 I,2013,2024
Citroën,DW10-109,2.0L HDi 109,Diesel,avoid,6,C4 I; C5 I; Xsara Picasso N1,2000,2012
Citroën,DW10-136,2.0L HDi 136,Diesel,avoid,6,C4 I; C5 I; C5 II; C4 Picasso I; C4 II,2001,2022
Citroën,DW10-150,2.0L HDi/BlueHDi 150,Diesel,avoid,6,C5 II; C4 Picasso II; DS4 I; DS5 I; SpaceTourer I,2008,2024
Citroën,DW10-163,2.0L HDi 163,Diesel,avoid,6,C5 II; DS5 I; DS4 I,2009,2018
Citroën,DW10-C8,2.0L HDi 120,Diesel,avoid,6,C8 I,2002,2014
Citroën,EB0,1.0L PureTech,Benzin,avoid,6,C1 II,2014,2022
Citroën,EB2-ADTX,1.2L PureTech 155,Benzin,avoid,6,C4 III; C4 X I,2020,2026
Citroën,EB2-DT,1.2L PureTech Turbo,Benzin,avoid,7,C3 III; C3 Aircross I; C4 Cactus I; C4 III; C3 Picasso I,2014,2026
Citroën,EB2-DT-MH,1.2L PureTech Turbo 48V,Benzin,avoid,6,C4 III; C4 X I; C5 Aircross I; C5 X I,2023,2026
Citroën,EB2-DTS,1.2L PureTech 130,Benzin,avoid,6,C4 Cactus I; C4 III; C5 Aircross I; C5 X I; C4 Picasso II,2014,2026
Citroën,EB2-NA,1.2L PureTech,Benzin,avoid,6,C3 II; C3 III; C4 Cactus I; C-Elysée I; C3 Picasso I,2012,2024
Citroën,EM-100,Elektro 100kW,Elektro,avoid,6,C4 III; Berlingo III; C4 X I,2020,2026
Citroën,EP6-PHEV,1.6L THP + E-Motor,Benzin,avoid,6,C5 Aircross I; C5 X I,2020,2026
Citroën,EP6-THP,1.6L THP,Benzin,avoid,7,C4 I; C4 II; DS3 I; DS4 I; DS5 I,2008,2026
Citroën,EP6-VTi,1.6L VTi,Benzin,avoid,6,C3 II; C4 I; C4 II; Berlingo II; DS3 I,2008,2018
Citroën,UHN,2.7L HDi V6,Diesel,avoid,6,C5 II; C6 I,2005,2009
Citroën,UHZ,3.0L HDi V6,Diesel,avoid,6,C5 II; C6 I,2009,2012
Citroën,Y51,Elektromotor,Elektro,avoid,5,C-Zero I,2010,2020
Citroën,1KR-FE,1.0L,Benzin,neutral,6,C1 I; C1 II,2005,2022
Citroën,4B12,2.4L MIVEC,Benzin,neutral,5,C-Crosser I,2007,2013
Citroën,4N13,1.8L DI-D,Diesel,neutral,6,C4 Aircross I,2012,2017
Citroën,DW10-126,2.0L HDi 126,Diesel,neutral,6,C5 II,2008,2012
Citroën,DW10-90,2.0L HDi 90,Diesel,neutral,6,Xsara N1; Xsara Picasso N1; Berlingo I,1999,2012
Citroën,DW10-BlueHDi180,2.0L BlueHDi 180,Diesel,neutral,6,C5 Aircross I; DS5 I; C5 II; SpaceTourer I,2015,2026
Citroën,DW12,2.2L HDi,Diesel,neutral,6,C5 II; C6 I; C8 I; C5 I,2002,2014
Citroën,EM-115,Elektro 115kW,Elektro,neutral,6,C4 III; C4 X I,2024,2026
Citroën,EM-157,Elektro 157kW,Elektro,neutral,6,C5 Aircross II,2025,2026
Citroën,EM-170,Elektro 170kW,Elektro,neutral,6,C5 Aircross II,2025,2026
Citroën,EM-83,Elektro 83kW,Elektro,neutral,6,ë-C3 I,2024,2026
Citroën,EP3,1.4L VTi,Benzin,neutral,6,C3 II; DS3 I; C3 Picasso I,2009,2016
Citroën,ES9,3.0L V6,Benzin,neutral,6,C5 I; C5 II; C6 I; C8 I,2001,2017
Citroën,EW10,2.0L 16V,Benzin,neutral,6,C4 I; C5 I; Xsara N1,2000,2010
Citroën,EW12,2.2L 16V,Benzin,neutral,6,C8 I,2002,2014
Citroën,EW7,1.8L 16V,Benzin,neutral,6,C4 Picasso I; Xsara Picasso N1; C5 I,1999,2013
Citroën,FHZ,1.3L MultiJet,Diesel,neutral,6,Nemo I,2008,2014
Citroën,TU3,1.4L,Benzin,neutral,6,C2 I; C3 I; C3 Pluriel I; Xsara N1,1997,2010
Citroën,TU5,1.6L 16V,Benzin,neutral,5,C2 I; C4 I; Xsara N1; Xsara Picasso N1; C3 II,1997,2016
Cupra,DGEA,1.4L TSI eHybrid,Benzin,neutral,4,Leon KL; Formentor I,2020,2024
Cupra,DNFB,2.0L TSI,Benzin,neutral,4,Leon KL; Formentor I; Leon KL-FL; Formentor I-FL,2020,2026
Cupra,DNFC,2.0L TSI,Benzin,neutral,4,Leon KL; Leon KL-FL; Ateca I-FL,2020,2026
Cupra,DNPA,2.0L TSI,Benzin,neutral,4,Formentor I; Formentor I-FL; Leon KL-FL; Terramar I,2021,2026
Cupra,DNUE,2.0L TSI,Benzin,neutral,4,Ateca I,2018,2020
Cupra,DNWB,2.5L TFSI,Benzin,neutral,4,Formentor I,2021,2023
Cupra,DTT,2.0L TDI,Diesel,neutral,4,Leon KL-FL; Formentor I; Formentor I-FL,2021,2026
Cupra,DXD,1.5L eTSI,Benzin,neutral,4,Leon KL-FL; Formentor I-FL; Terramar I,2024,2026
Cupra,EBJ,Elektro,Elektro,neutral,3,Born I,2021,2024
Cupra,EDC,Elektro,Elektro,neutral,3,Born I-FL,2024,2026
Cupra,APP550,Elektro,Elektro,recommended,3,Tavascan I,2024,2026
Cupra,DNNA,2.0L TSI,Benzin,recommended,4,Ateca I-FL; Formentor I,2021,2026
Cupra,DPCA,1.5L TSI,Benzin,recommended,4,Leon KL; Leon KL-FL; Formentor I; Ateca I-FL,2020,2026
Cupra,DUC,1.5L TSI eHybrid,Benzin,recommended,3,Leon KL-FL; Formentor I-FL; Terramar I,2024,2026
Dacia,H5F-92kW,1.2L Turbo,Benzin,avoid,4,Duster I; Duster II,2014,2023
Dacia,H5Ft-85kW,1.2L Turbo,Benzin,avoid,4,Lodgy I; Dokker I,2012,2022
Dacia,HR18DDT,1.8L Hybrid,Benzin,avoid,4,Bigster I,2025,2026
Dacia,D4F-54kW,1.2L 16V,Benzin,neutral,3,Logan II; Sandero II,2015,2021
Dacia,D4F-55kW,1.2L 16V,Benzin,neutral,3,Logan I; Sandero I; Logan II; Sandero II,2009,2015
Dacia,D4F-55kW-LPG,1.2L 16V,LPG,neutral,7,Logan II; Sandero II,2011,2015
Dacia,H4B,0.9L Turbo,Benzin,neutral,4,Logan II; Sandero II,2012,2021
Dacia,H4B-CNG,0.9L Turbo,CNG,neutral,4,Sandero II,2018,2021
Dacia,H4B-LPG,0.9L Turbo,LPG,neutral,8,Logan II; Sandero II,2015,2021
Dacia,H4D-49kW,1.0L NA,Benzin,neutral,3,Logan III; Sandero III,2021,2026
Dacia,H4D-67kW,1.0L Turbo,Benzin,neutral,3,Logan III; Sandero III; Duster II,2020,2026
Dacia,H4D-67kW-LPG,1.0L Turbo,LPG,neutral,7,Logan III; Sandero III; Duster II; Jogger I,2021,2026
Dacia,H4D-74kW,1.0L Turbo,Benzin,neutral,3,Sandero III; Duster II,2019,2026
Dacia,H4D-74kW-LPG,1.0L Turbo,LPG,neutral,7,Sandero III; Logan III; Duster II,2020,2026
Dacia,H4Dt-81kW,1.0L Turbo,Benzin,neutral,3,Sandero III; Jogger I,2022,2026
Dacia,H4M-Hybrid-Duster,1.6L Hybrid,Benzin,neutral,5,Duster III,2024,2026
Dacia,H4M-Hybrid-Jogger,1.6L Hybrid,Benzin,neutral,5,Jogger I,2023,2026
Dacia,K4M,1.6L 16V,Benzin,neutral,4,Logan I; Sandero I; Logan II; Sandero II; Duster I,2006,2021
Dacia,K4M-LPG,1.6L 16V,LPG,neutral,8,Duster I,2011,2017
Dacia,K7J-LPG,1.4L NA,LPG,neutral,8,Logan I; Sandero I,2009,2012
Dacia,K7M-61kW-LPG,1.6L 8V,LPG,neutral,8,Lodgy I; Dokker I,2014,2015
Dacia,K7M-62kW-LPG,1.6L 8V,LPG,neutral,8,Logan II; Sandero II,2011,2016
Dacia,K7M-64kW-LPG,1.6L 8V,LPG,neutral,8,Logan I; Sandero I,2008,2012
Dacia,K9K-50kW,1.5L dCi,Diesel,neutral,5,Logan I; Sandero I,2005,2012
Dacia,K9K-55kW,1.5L dCi,Diesel,neutral,5,Logan II; Sandero II; Dokker I,2012,2021
Dacia,K9K-63kW,1.5L dCi,Diesel,neutral,5,Logan I; Sandero I; Sandero II; Duster I,2006,2018
Dacia,K9K-65kW,1.5L dCi,Diesel,neutral,5,Logan II; Sandero II,2012,2020
Dacia,K9K-66kW,1.5L dCi,Diesel,neutral,5,Logan II; Sandero II; Duster I; Duster II; Lodgy I,2010,2023
Dacia,K9K-70kW,1.5L Blue dCi,Diesel,neutral,5,Logan II; Sandero II; Duster II; Lodgy I,2018,2023
Dacia,K9K-80kW,1.5L dCi,Diesel,neutral,5,Duster I; Duster II,2013,2023
Dacia,K9K-84kW,1.5L Blue dCi,Diesel,neutral,5,Duster II,2021,2023
Dacia,K9K-85kW,1.5L Blue dCi,Diesel,neutral,5,Duster II; Lodgy I,2018,2023
Dacia,Spring_EM,Elektro,Elektro,neutral,4,Spring I,2021,2026
Dacia,B4D,1.0L NA,Benzin,recommended,2,Logan II; Sandero II,2016,2021
Dacia,H4M-75kW,1.6L 16V,Benzin,recommended,3,Lodgy I; Dokker I,2015,2022
Dacia,H4M-75kW-LPG,1.6L 16V,LPG,recommended,7,Lodgy I; Dokker I,2015,2022
Dacia,H4M-80kW-LPG,1.6L 16V,LPG,recommended,7,Lodgy I,2018,2022
Dacia,H4M-84kW,1.6L 16V,Benzin,recommended,3,Duster I; Duster II,2015,2023
Dacia,H4M-84kW-LPG,1.6L 16V,LPG,recommended,7,Duster I; Duster II,2015,2023
Dacia,H5H-110kW,1.3L Turbo,Benzin,recommended,4,Duster II,2019,2023
Dacia,H5H-75kW,1.3L Turbo,Benzin,recommended,4,Lodgy I; Dokker I,2019,2022
Dacia,H5H-96kW,1.3L Turbo,Benzin,recommended,4,Duster II; Lodgy I,2019,2023
Dacia,HR12-96kW,1.2L Turbo Mild Hybrid,Benzin,recommended,3,Duster III,2024,2026
Dacia,HR12VDV-103kW,1.2L Turbo Mild Hybrid,Benzin,recommended,2,Bigster I,2025,2026
Dacia,HR12VDV-103kW-LPG,1.2L Turbo Mild Hybrid,LPG,recommended,2,Bigster I,2025,2026
Dacia,K7J,1.4L NA,Benzin,recommended,4,Logan I; Sandero I,2005,2012
Dacia,K7M-61kW,1.6L 8V,Benzin,recommended,4,Lodgy I; Dokker I,2012,2015
Dacia,K7M-62kW,1.6L 8V,Benzin,recommended,4,Logan II; Sandero II,2012,2016
Dacia,K7M-64kW,1.6L 8V,Benzin,recommended,4,Logan I; Sandero I,2005,2012
Fiat,182B4,1.9L JTD,Diesel,avoid,5,Multipla 186,1999,2000
Fiat,182B9,1.9L JTD,Diesel,avoid,4,Doblo 223; Idea 350,2001,2012
Fiat,186A6,1.9L JTD,Diesel,avoid,4,Multipla 186,2000,2004
Fiat,186A9,1.9L MultiJet,Diesel,avoid,4,Multipla 186; Doblo 223,2005,2010
Fiat,192A1,1.9L JTD,Diesel,avoid,5,Stilo 192,2001,2003
Fiat,192A5,1.9L JTD 16V,Diesel,avoid,4,Stilo 192,2003,2008
Fiat,199A8-Abarth,1.4L T-Jet Turbo,Benzin,avoid,4,Punto 199,2007,2018
Fiat,312A2,0.9L TwinAir Turbo,Benzin,avoid,5,500 312; Panda 169; Panda 319; 500L 330,2010,2022
Fiat,940B7,1.4L T-Jet Turbo,Benzin,avoid,5,500L 330,2014,2022
Fiat,955A2,1.4L MultiAir Turbo,Benzin,avoid,4,500X 334; Tipo 356,2014,2020
Fiat,EB2LTEDH2,1.2L Turbo Mild-Hybrid,Benzin,avoid,4,Grande Panda GP,2025,2026
Fiat,ERB,3.6L V6 Pentastar,Benzin,avoid,4,Freemont JC,2012,2016
Fiat,169A3,1.4L 16V,Benzin,neutral,3,500 312,2010,2013
Fiat,169A4,1.2L 8V,Benzin,neutral,5,Punto 188; Punto 199; Panda 169; Panda 319; 500 312,2001,2023
Fiat,176B2,1.1L 8V,Benzin,neutral,3,Seicento 187,1998,2010
Fiat,182B6,1.6L 16V,Benzin,neutral,5,Stilo 192; Multipla 186; Doblo 223,2001,2010
Fiat,183A1,1.8L 16V,Benzin,neutral,4,Punto 188,2003,2005
Fiat,188A5,1.2L 16V,Benzin,neutral,5,Punto 188; Stilo 192; Idea 350,1999,2010
Fiat,188A9,1.3L MultiJet I,Diesel,neutral,4,Punto 188; Punto 199; Panda 169; Panda 319; Idea 350,2003,2012
Fiat,192A3,1.9L JTD,Diesel,neutral,4,Stilo 192,2002,2003
Fiat,192A4,1.8L 16V,Benzin,neutral,4,Stilo 192,2001,2006
Fiat,192A8,1.9L MultiJet,Diesel,neutral,5,Bravo 198,2007,2014
Fiat,192B2,1.4L 16V,Benzin,neutral,3,Bravo 198,2007,2014
Fiat,194A1,2.2L 16V,Benzin,neutral,4,Croma 194,2005,2011
Fiat,198A2,1.6L MultiJet,Diesel,neutral,5,Bravo 198; Tipo 356; 500X 334,2007,2021
Fiat,198A3,1.6L MultiJet II,Diesel,neutral,4,Doblo 263; Linea 323,2009,2022
Fiat,198A4,1.4L T-Jet Turbo,Benzin,neutral,4,Bravo 198; Punto 199,2007,2014
Fiat,198A8,2.0L MultiJet,Diesel,neutral,4,Bravo 198,2008,2014
Fiat,199A2,1.3L MultiJet II,Diesel,neutral,4,Punto 199,2005,2018
Fiat,199A3,1.3L MultiJet II,Diesel,neutral,4,Punto 199; Linea 323; Idea 350,2005,2018
Fiat,199A5,1.9L MultiJet,Diesel,neutral,4,Punto 199,2005,2014
Fiat,199B1,1.3L MultiJet II,Diesel,neutral,5,500 312; Punto 199; Panda 169; Panda 319; Doblo 263,2010,2022
Fiat,199B4,1.3L MultiJet II,Diesel,neutral,3,Punto 199,2012,2018
Fiat,199B5,1.6L MultiJet II,Diesel,neutral,3,500L 330,2013,2022
Fiat,223A7,1.9L MultiJet,Diesel,neutral,4,Doblo 223,2003,2010
Fiat,223A9,1.3L MultiJet,Diesel,neutral,4,Doblo 223,2005,2010
Fiat,263A1,2.0L MultiJet,Diesel,neutral,3,Doblo 263,2009,2022
Fiat,263A4,1.6L MultiJet II,Diesel,neutral,3,Doblo 263,2010,2022
Fiat,312A1-Abarth,1.4L T-Jet Turbo,Benzin,neutral,8,500 312; 595 312; 695 312,2008,2024
Fiat,312B4-Abarth,1.4L T-Jet Turbo,Benzin,neutral,5,595 312,2012,2024
Fiat,46346020,1.6L MultiJet II,Diesel,neutral,4,Tipo 356,2020,2024
Fiat,500e-EV,Elektromotor,Elektro,neutral,4,500e 332,2020,2026
Fiat,55253268-Abarth,1.4L MultiAir Turbo,Benzin,neutral,4,124 Spider NF,2016,2019
Fiat,55260384,1.6L MultiJet II,Diesel,neutral,5,500X 334; Tipo 356,2014,2020
Fiat,55263088,2.0L MultiJet II,Diesel,neutral,3,500X 334,2014,2018
Fiat,55266963,1.3L MultiJet II,Diesel,neutral,4,500X 334; Tipo 356,2017,2020
Fiat,600e-EV,Elektromotor,Elektro,neutral,3,600e 600,2023,2026
Fiat,843A1,1.4L 16V,Benzin,neutral,5,Punto 188; Doblo 263; 500L 330; Idea 350; Stilo 192,2003,2022
Fiat,937A5,1.9L MultiJet 16V,Diesel,neutral,4,Bravo 198,2007,2008
Fiat,939A1,1.9L MultiJet,Diesel,neutral,4,Croma 194,2005,2011
Fiat,939A2,1.9L MultiJet 16V,Diesel,neutral,4,Croma 194,2005,2011
Fiat,939A3,2.4L MultiJet,Diesel,neutral,5,Croma 194,2005,2011
Fiat,939A4,1.8L 16V,Benzin,neutral,4,Croma 194,2005,2011
Fiat,939B5,2.0L MultiJet,Diesel,neutral,4,Freemont JC,2011,2016
Fiat,955A3,1.6L E-Torq,Benzin,neutral,4,Tipo 356; 500X 334,2015,2020
Fiat,955A3-D,1.6L MultiJet II,Diesel,neutral,3,500L 330,2014,2022
Fiat,955A6,1.4L MultiAir,Benzin,neutral,4,Punto 199,2010,2018
Fiat,955A8-Abarth,1.4L MultiAir Turbo,Benzin,neutral,4,Punto 199,2010,2018
Fiat,D19AA,1.9L MultiJet,Diesel,neutral,4,Sedici FY,2005,2014
Fiat,D20AA,2.0L MultiJet,Diesel,neutral,3,Sedici FY,2009,2014
Fiat,GSE-T3,1.0L FireFly Turbo,Benzin,neutral,4,500 312; Panda 319; Tipo 356,2020,2024
